ダウンロードした時刻：2020/08/27 10:19:42,,,,,,,,,,
2010/8/12,32.6,8,2010/8/12 10:54,8,3,26.5,8,2010/8/12 16:42,8,3
2010/8/13,31.5,8,2010/8/13 14:04,8,3,26.4,8,2010/8/14 0:00,8,3
2010/8/14,32.8,8,2010/8/14 13:36,8,3,25.8,8,2010/8/14 00:54,8,3
2010/8/15,37.1,8,2010/8/15 13:17,8,3,28.1,8,2010/8/15 05:21,8,3
2010/8/16,38.1,8,2010/8/16 12:53,8,3,27.5,8,2010/8/16 04:52,8,3
2010/8/17,38.2,8,2010/8/17 13:20,8,3,28.2,8,2010/8/17 05:12,8,3
2010/8/18,36.3,8,2010/8/18 13:55,8,3,27.4,8,2010/8/19 0:00,8,3
2010/8/19,34.6,8,2010/8/19 14:01,8,3,26.4,8,2010/8/19 23:59,8,3
2010/8/20,33.1,8,2010/8/20 13:57,8,3,24.7,8,2010/8/20 05:37,8,3
2010/8/21,34.5,8,2010/8/21 14:27,8,3,25.7,8,2010/8/21 05:03,8,3
2010/8/22,36.1,8,2010/8/22 12:05,8,3,26.2,8,2010/8/22 04:58,8,3
2010/8/23,36.7,8,2010/8/23 13:54,8,3,26.8,8,2010/8/23 05:27,8,3
2010/8/24,36.5,8,2010/8/24 12:21,8,3,27.3,8,2010/8/24 05:28,8,3
2010/8/25,36.1,8,2010/8/25 13:46,8,3,26.2,8,2010/8/25 05:42,8,3
2011/8/1,27.8,8,2011/8/1 15:35,8,3,22,8,2011/8/1 05:29,8,3
2011/8/2,28.9,8,2011/8/2 13:16,8,3,22.2,8,2011/8/2 05:23,8,3
2011/8/3,30,8,2011/8/3 11:25,8,3,23.8,8,2011/8/3 05:10,8,3
2011/8/4,30.7,8,2011/8/4 13:09,8,3,23.9,8,2011/8/4 04:25,8,3
2011/8/5,32,8,2011/8/5 15:02,8,3,24.6,8,2011/8/5 05:12,8,3
2011/8/6,33.6,8,2011/8/6 12:47,8,3,25.7,8,2011/8/6 05:11,8,3
2011/8/7,35.4,8,2011/8/7 13:07,8,3,24.2,8,2011/8/7 21:16,8,3
2011/8/8,35.2,8,2011/8/8 14:39,8,3,24,8,2011/8/8 05:13,8,3
2011/8/9,35.9,8,2011/8/9 14:17,8,3,25.7,8,2011/8/9 05:03,8,3
2011/8/10,36.8,8,2011/8/10 13:18,8,3,26.8,8,2011/8/10 05:22,8,3
2011/8/11,36.6,8,2011/8/11 12:34,8,3,27.5,8,2011/8/11 04:31,8,3
2011/8/12,36.8,8,2011/8/12 13:47,8,3,27.6,8,2011/8/12 03:23,8,3
2011/8/13,35.4,8,2011/8/13 13:48,8,3,27.1,8,2011/8/13 05:56,8,3
2011/8/14,35.4,8,2011/8/14 13:36,8,3,27.2,8,2011/8/15 0:00,8,3
2011/8/15,35.6,8,2011/8/15 12:45,8,3,26.4,8,2011/8/15 03:36,8,3
2011/8/16,34.8,8,2011/8/16 15:00,8,3,26.9,8,2011/8/16 05:11,8,3
2011/8/17,36.2,8,2011/8/17 14:20,8,3,27.1,8,2011/8/17 05:36,8,3
2011/8/18,37.9,8,2011/8/18 13:13,8,3,28.6,8,2011/8/18 05:15,8,3
2011/8/19,30.4,8,2011/8/19 09:00,8,3,21.2,8,2011/8/19 23:42,8,3
2011/8/20,25.5,8,2011/8/20 17:09,8,3,21.3,8,2011/8/20 00:07,8,3
2011/8/21,23.2,8,2011/8/21 00:08,8,3,19,8,2011/8/21 09:02,8,3
2011/8/22,22.8,8,2011/8/22 15:44,8,3,19.3,8,2011/8/22 05:28,8,3
2011/8/23,30.3,8,2011/8/23 15:55,8,3,21.3,8,2011/8/23 00:10,8,3
2011/8/24,33.4,8,2011/8/24 14:49,8,3,23.3,8,2011/8/24 05:11,8,3
2011/8/25,29.4,8,2011/8/25 15:50,8,3,24.6,8,2011/8/25 03:07,8,3
2012/8/1,33.6,8,2012/8/1 13:15,8,3,26.5,8,2012/8/1 06:20,8,3
2012/8/2,35.8,8,2012/8/2 15:03,8,3,26.3,8,2012/8/2 05:12,8,3
2012/8/3,35.4,8,2012/8/3 13:01,8,3,26.3,8,2012/8/3 05:01,8,3
2012/8/4,33,8,2012/8/4 12:43,8,3,25.6,8,2012/8/4 05:19,8,3
2012/8/5,35.3,8,2012/8/5 14:51,8,3,25.3,8,2012/8/5 05:04,8,3
2012/8/6,28.9,8,2012/8/6 09:17,8,3,24.5,8,2012/8/6 11:09,8,3
2012/8/7,33.5,8,2012/8/7 13:04,8,3,23.9,8,2012/8/7 04:35,8,3
2012/8/8,30.8,8,2012/8/8 15:27,8,3,23.1,8,2012/8/8 23:57,8,3
2012/8/9,31.3,8,2012/8/9 13:51,8,3,22,8,2012/8/9 04:38,8,3
2012/8/10,32.7,8,2012/8/10 14:48,8,3,23.4,8,2012/8/10 00:56,8,3
2012/8/11,33,8,2012/8/11 12:03,8,3,25.7,8,2012/8/11 05:17,8,3
2012/8/12,33.5,8,2012/8/12 14:28,8,3,24.4,8,2012/8/12 04:44,8,3
2012/8/13,35.8,8,2012/8/13 12:42,8,3,25.5,8,2012/8/13 04:29,8,3
2012/8/14,30.6,8,2012/8/14 16:23,8,3,25.3,8,2012/8/14 11:16,8,3
2012/8/15,34.2,8,2012/8/15 14:05,8,3,25.6,8,2012/8/15 04:11,8,3
2012/8/16,35.7,8,2012/8/16 11:36,8,3,26.7,8,2012/8/16 05:50,8,3
2012/8/17,36.7,8,2012/8/17 13:18,8,3,26.7,8,2012/8/18 0:00,8,3
2012/8/18,30.4,8,2012/8/18 16:12,8,3,22.8,8,2012/8/18 11:08,8,3
2012/8/19,34.3,8,2012/8/19 12:52,8,3,25.1,8,2012/8/19 05:42,8,3
2012/8/20,34.1,8,2012/8/20 11:37,8,3,24.1,8,2012/8/20 05:29,8,3
2012/8/21,35.6,8,2012/8/21 13:03,8,3,24.8,8,2012/8/21 04:50,8,3
2012/8/22,35.7,8,2012/8/22 13:33,8,3,26.2,8,2012/8/22 05:31,8,3
2012/8/23,35.4,8,2012/8/23 14:35,8,3,25.8,8,2012/8/23 05:10,8,3
2012/8/24,35.5,8,2012/8/24 14:02,8,3,25.7,8,2012/8/24 05:42,8,3
2012/8/25,35.5,8,2012/8/25 14:18,8,3,25.7,8,2012/8/25 06:02,8,3
2013/8/1,32.1,8,2013/8/1 16:02,8,4,24,8,2013/8/2 0:00,8,4
2013/8/2,29.6,8,2013/8/2 13:45,8,4,22.6,8,2013/8/2 06:34,8,4
2013/8/3,31.3,8,2013/8/3 13:17,8,4,22.4,8,2013/8/3 05:45,8,4
2013/8/4,32.7,8,2013/8/4 13:43,8,4,24.4,8,2013/8/4 01:45,8,4
2013/8/5,34.1,8,2013/8/5 14:33,8,4,25.1,8,2013/8/5 05:09,8,4
2013/8/6,33.5,5,2013/8/6 11:46,5,4,25.3,5,2013/8/6 22:28,5,4
2013/8/7,34.9,8,2013/8/7 14:53,8,4,24.1,8,2013/8/7 04:44,8,4
2013/8/8,35.1,8,2013/8/8 15:03,8,4,24.7,8,2013/8/8 05:10,8,4
2013/8/9,36.2,8,2013/8/9 13:50,8,4,26,8,2013/8/9 05:06,8,4
2013/8/10,38.6,8,2013/8/10 13:24,8,4,28.2,8,2013/8/10 01:59,8,4
2013/8/11,37.9,8,2013/8/11 12:29,8,4,24.8,8,2013/8/11 16:05,8,4
2013/8/12,35.7,8,2013/8/12 13:36,8,4,24.1,8,2013/8/12 18:40,8,4
2013/8/13,34.1,8,2013/8/13 13:50,8,4,25.5,8,2013/8/13 04:02,8,4
2013/8/14,34.9,8,2013/8/14 15:29,8,4,25.3,8,2013/8/14 03:34,8,4
2013/8/15,35.1,8,2013/8/15 13:58,8,4,25.4,8,2013/8/15 04:27,8,4
2013/8/16,34.9,8,2013/8/16 12:36,8,4,25.7,8,2013/8/16 05:34,8,4
2013/8/17,33.8,8,2013/8/17 12:16,8,4,24.6,8,2013/8/17 05:05,8,4
2013/8/18,34.3,8,2013/8/18 14:12,8,4,25.7,8,2013/8/18 05:07,8,4
2013/8/19,35.7,8,2013/8/19 12:36,8,4,25.7,8,2013/8/19 04:57,8,4
2013/8/20,35,8,2013/8/20 11:34,8,4,26.7,8,2013/8/20 05:39,8,4
2013/8/21,33.4,8,2013/8/21 14:28,8,4,25.4,8,2013/8/22 0:00,8,4
2013/8/22,32.4,8,2013/8/22 15:53,8,4,24.7,8,2013/8/22 06:08,8,4
2013/8/23,29.8,8,2013/8/23 13:33,8,4,23.9,8,2013/8/23 23:23,8,4
2013/8/24,32.8,8,2013/8/24 12:58,8,4,23.6,8,2013/8/24 04:46,8,4
2013/8/25,27.1,8,2013/8/25 00:16,8,4,22.5,8,2013/8/25 23:54,8,4
2014/8/1,35.4,8,2014/8/1 15:07,8,4,24.8,8,2014/8/1 05:04,8,4
2014/8/2,36.2,8,2014/8/2 13:53,8,4,24.7,8,2014/8/2 02:28,8,4
2014/8/3,36.3,8,2014/8/3 12:55,8,4,26.8,8,2014/8/3 05:16,8,4
2014/8/4,35.1,8,2014/8/4 12:02,8,4,26.7,8,2014/8/4 05:06,8,4
2014/8/5,37.6,8,2014/8/5 14:05,8,4,27.2,8,2014/8/5 05:17,8,4
2014/8/6,36.4,8,2014/8/6 14:46,8,4,27.5,8,2014/8/6 05:32,8,4
2014/8/7,34.7,8,2014/8/7 14:50,8,4,26.8,8,2014/8/7 05:05,8,4
2014/8/8,30.8,8,2014/8/8 12:33,8,4,25.1,8,2014/8/8 05:23,8,4
2014/8/9,26.7,8,2014/8/9 12:01,8,4,22.5,8,2014/8/10 0:00,8,4
2014/8/10,28.2,8,2014/8/10 16:17,8,4,21.6,8,2014/8/10 04:26,8,4
2014/8/11,33.3,8,2014/8/11 14:11,8,4,26.1,8,2014/8/11 05:39,8,4
2014/8/12,29.9,8,2014/8/12 11:58,8,4,20.8,8,2014/8/12 21:26,8,4
2014/8/13,30.9,8,2014/8/13 13:43,8,4,21,8,2014/8/13 03:18,8,4
2014/8/14,29,8,2014/8/14 10:03,8,4,24.5,8,2014/8/14 03:55,8,4
2014/8/15,34.9,8,2014/8/15 14:55,8,4,24,8,2014/8/15 05:32,8,4
2014/8/16,31.3,8,2014/8/16 08:23,8,4,22.9,8,2014/8/16 23:44,8,4
2014/8/17,29.9,8,2014/8/17 16:28,8,4,21.8,8,2014/8/17 05:30,8,4
2014/8/18,35.1,8,2014/8/18 13:05,8,4,24.3,8,2014/8/18 00:43,8,4
2014/8/19,34.9,8,2014/8/19 14:29,8,4,24.2,8,2014/8/19 05:19,8,4
2014/8/20,36.1,8,2014/8/20 12:50,8,4,26.5,8,2014/8/20 02:14,8,4
2014/8/21,35.3,8,2014/8/21 13:43,8,4,25.4,8,2014/8/21 05:22,8,4
2014/8/22,36.1,8,2014/8/22 14:32,8,4,26.2,8,2014/8/23 0:00,8,4
2014/8/23,30,8,2014/8/23 10:16,8,4,24.5,8,2014/8/23 05:15,8,4
2014/8/24,32.9,8,2014/8/24 14:01,8,4,23.5,8,2014/8/24 03:32,8,4
2014/8/25,28.9,8,2014/8/25 15:14,8,4,23.5,8,2014/8/25 10:52,8,4
2015/8/1,36.9,8,2015/8/1 14:16,8,4,26.8,8,2015/8/1 05:05,8,4
2015/8/2,36.7,8,2015/8/2 12:53,8,4,25.7,8,2015/8/2 04:22,8,4
2015/8/3,35.9,8,2015/8/3 14:16,8,4,25.7,8,2015/8/3 06:21,8,4
2015/8/4,36.7,8,2015/8/4 13:20,8,4,26.3,8,2015/8/4 02:49,8,4
2015/8/5,36.2,8,2015/8/5 13:16,8,4,25.8,8,2015/8/5 05:22,8,4
2015/8/6,36.7,8,2015/8/6 13:16,8,4,26.1,8,2015/8/6 05:07,8,4
2015/8/7,38.2,8,2015/8/7 14:36,8,4,26.3,8,2015/8/7 04:54,8,4
2015/8/8,32,8,2015/8/8 16:05,8,4,25.2,8,2015/8/8 23:53,8,4
2015/8/9,33.3,8,2015/8/9 15:33,8,4,24.5,8,2015/8/9 02:01,8,4
2015/8/10,30.8,8,2015/8/10 12:31,8,4,25.5,8,2015/8/10 06:06,8,4
2015/8/11,34,8,2015/8/11 13:24,8,4,25.4,8,2015/8/11 05:17,8,4
2015/8/12,33.6,8,2015/8/12 13:35,8,4,25.7,8,2015/8/12 15:33,8,4
2015/8/13,31.4,8,2015/8/13 14:01,8,4,24.7,8,2015/8/13 05:28,8,4
2015/8/14,31.8,8,2015/8/14 15:12,8,4,24.2,8,2015/8/14 07:08,8,4
2015/8/15,33.9,8,2015/8/15 14:15,8,4,23.9,8,2015/8/15 05:08,8,4
2015/8/16,31.9,8,2015/8/16 11:31,8,4,24.4,8,2015/8/16 02:02,8,4
2015/8/17,27.1,8,2015/8/17 22:43,8,4,23.4,8,2015/8/17 09:13,8,4
2015/8/18,32.2,8,2015/8/18 13:46,8,4,25.6,8,2015/8/18 04:54,8,4
2015/8/19,31.8,8,2015/8/19 13:26,8,4,26.1,8,2015/8/19 05:25,8,4
2015/8/20,28.1,8,2015/8/20 15:16,8,4,23.7,8,2015/8/20 06:44,8,4
2015/8/21,29.3,8,2015/8/21 12:27,8,4,24.4,8,2015/8/21 03:29,8,4
2015/8/22,34.2,8,2015/8/22 13:38,8,4,24.9,8,2015/8/22 03:32,8,4
2015/8/23,29,8,2015/8/23 11:47,8,4,23.4,8,2015/8/23 19:32,8,4
2015/8/24,27.9,8,2015/8/24 14:49,8,4,21.6,8,2015/8/24 23:46,8,4
2015/8/25,22.5,8,2015/8/25 12:28,8,4,18.2,8,2015/8/25 23:35,8,4
2016/8/1,30.4,8,2016/8/1 11:33,8,4,24.9,8,2016/8/1 14:29,8,4
2016/8/2,32.6,8,2016/8/2 13:49,8,4,24.1,8,2016/8/3 0:00,8,4
2016/8/3,31.7,8,2016/8/3 13:57,8,4,23.2,8,2016/8/3 03:59,8,4
2016/8/4,33.6,8,2016/8/4 12:09,8,4,24.5,8,2016/8/4 05:05,8,4
2016/8/5,35,8,2016/8/5 14:38,8,4,24.4,8,2016/8/5 04:28,8,4
2016/8/6,35.2,8,2016/8/6 14:11,8,4,25.9,8,2016/8/6 01:45,8,4
2016/8/7,33.6,8,2016/8/7 14:29,8,4,25.6,8,2016/8/7 05:07,8,4
2016/8/8,33.5,8,2016/8/8 15:43,8,4,25.1,8,2016/8/8 04:54,8,4
2016/8/9,37.4,8,2016/8/9 13:12,8,4,25.6,8,2016/8/9 00:27,8,4
2016/8/10,33.8,8,2016/8/10 12:23,8,4,26.4,8,2016/8/10 23:59,8,4
2016/8/11,31.9,8,2016/8/11 13:33,8,4,25.5,8,2016/8/12 0:00,8,4
2016/8/12,32,8,2016/8/12 14:41,8,4,24.4,8,2016/8/12 05:38,8,4
2016/8/13,32,8,2016/8/13 13:55,8,4,24.3,8,2016/8/13 05:22,8,4
2016/8/14,30.7,8,2016/8/14 16:17,8,4,23.6,8,2016/8/14 07:04,8,4
2016/8/15,31.6,8,2016/8/15 13:31,8,4,24.2,8,2016/8/15 20:05,8,4
2016/8/16,32.4,8,2016/8/16 13:22,8,4,23.7,8,2016/8/16 03:52,8,4
2016/8/17,35.8,8,2016/8/17 14:36,8,4,23.1,8,2016/8/17 05:09,8,4
2016/8/18,29.7,8,2016/8/18 10:06,8,4,25.2,8,2016/8/18 14:48,8,4
2016/8/19,32.8,8,2016/8/19 13:26,8,4,24.9,8,2016/8/19 00:58,8,4
2016/8/20,29.1,8,2016/8/20 13:25,8,4,23.8,8,2016/8/20 11:22,8,4
2016/8/21,34.5,8,2016/8/21 13:24,8,4,23.4,8,2016/8/21 03:34,8,4
2016/8/22,27.7,8,2016/8/22 00:36,8,4,23.1,8,2016/8/22 15:03,8,4
2016/8/23,31.5,8,2016/8/23 11:50,8,4,22.6,8,2016/8/23 05:36,8,4
2016/8/24,31.4,8,2016/8/24 13:11,8,4,23.2,8,2016/8/24 04:50,8,4
2016/8/25,33.6,8,2016/8/25 14:47,8,4,23.7,8,2016/8/25 05:03,8,4
2017/8/1,31,8,2017/8/1 11:43,8,4,22.8,8,2017/8/1 23:59,8,4
2017/8/2,24.5,8,2017/8/2 13:47,8,4,21,8,2017/8/2 23:59,8,4
2017/8/3,29.3,8,2017/8/3 13:04,8,4,20,8,2017/8/3 02:20,8,4
2017/8/4,30.7,8,2017/8/4 13:22,8,4,21.5,8,2017/8/4 00:29,8,4
2017/8/5,32.5,8,2017/8/5 14:44,8,4,25,8,2017/8/5 07:38,8,4
2017/8/6,34.2,8,2017/8/6 13:59,8,4,26.5,8,2017/8/6 05:35,8,4
2017/8/7,33.4,8,2017/8/7 11:30,8,4,25.8,8,2017/8/7 03:54,8,4
2017/8/8,34.5,8,2017/8/8 14:35,8,4,27.2,8,2017/8/8 00:21,8,4
2017/8/9,37.1,8,2017/8/9 13:29,8,4,25.9,8,2017/8/9 05:22,8,4
2017/8/10,28.4,8,2017/8/10 14:10,8,4,22.3,8,2017/8/10 23:55,8,4
2017/8/11,25,8,2017/8/11 14:45,8,4,21.8,8,2017/8/11 04:48,8,4
2017/8/12,29.9,8,2017/8/12 15:16,8,4,20.9,8,2017/8/12 05:43,8,4
2017/8/13,30.7,8,2017/8/13 13:27,8,4,23.5,8,2017/8/13 03:44,8,4
2017/8/14,25.4,8,2017/8/14 14:46,8,4,23.4,8,2017/8/15 0:00,8,4
2017/8/15,25.1,8,2017/8/15 11:13,8,4,22.3,8,2017/8/15 23:52,8,4
2017/8/16,22.6,8,2017/8/16 02:34,8,4,21.2,8,2017/8/16 23:59,8,4
2017/8/17,28.1,8,2017/8/17 14:52,8,4,20.9,8,2017/8/17 02:59,8,4
2017/8/18,28.7,8,2017/8/18 11:02,8,4,24,8,2017/8/18 05:18,8,4
2017/8/19,31.5,8,2017/8/19 12:31,8,4,22.5,8,2017/8/19 23:20,8,4
2017/8/20,28.6,8,2017/8/20 16:12,8,4,22.3,8,2017/8/20 03:30,8,4
2017/8/21,31.3,8,2017/8/21 13:18,8,4,24.3,8,2017/8/21 05:58,8,4
2017/8/22,33.1,8,2017/8/22 12:43,8,4,24.2,8,2017/8/22 04:41,8,4
2017/8/23,34.2,8,2017/8/23 15:17,8,4,24.4,8,2017/8/23 04:59,8,4
2017/8/24,36.4,8,2017/8/24 14:04,8,4,25.8,8,2017/8/24 04:51,8,4
2017/8/25,34.9,8,2017/8/25 14:57,8,4,25.5,8,2017/8/25 05:17,8,4
2018/8/1,36.8,8,2018/8/1 12:49,8,4,25.1,8,2018/8/1 04:49,8,4
2018/8/2,37.5,8,2018/8/2 14:26,8,4,27.9,8,2018/8/2 04:33,8,4
2018/8/3,37.4,8,2018/8/3 14:35,8,4,27.1,8,2018/8/3 21:05,8,4
2018/8/4,35.9,8,2018/8/4 13:46,8,4,26.7,8,2018/8/4 04:35,8,4
2018/8/5,36.8,8,2018/8/5 13:57,8,4,27.8,8,2018/8/5 04:56,8,4
2018/8/6,34.2,8,2018/8/6 13:58,8,4,23.8,8,2018/8/7 0:00,8,4
2018/8/7,23.9,8,2018/8/7 19:06,8,4,20.9,8,2018/8/7 09:44,8,4
2018/8/8,26.6,8,2018/8/8 14:54,8,4,21.9,8,2018/8/8 00:24,8,4
2018/8/9,33.9,8,2018/8/9 15:00,8,4,24.3,8,2018/8/9 03:18,8,4
2018/8/10,35.7,8,2018/8/10 14:10,8,4,26.6,8,2018/8/10 05:59,8,4
2018/8/11,34.1,8,2018/8/11 11:51,8,4,25.6,8,2018/8/11 16:32,8,4
2018/8/12,31.8,8,2018/8/12 14:12,8,4,25.4,8,2018/8/12 08:19,8,4
2018/8/13,34,8,2018/8/13 12:12,8,4,24.7,8,2018/8/14 0:00,8,4
2018/8/14,34.8,8,2018/8/14 12:25,8,4,24,8,2018/8/14 05:17,8,4
2018/8/15,34.6,8,2018/8/15 13:12,8,4,26.8,8,2018/8/15 04:16,8,4
2018/8/16,32.4,8,2018/8/16 10:18,8,4,25.7,8,2018/8/16 21:35,8,4
2018/8/17,30,8,2018/8/17 15:03,8,4,21.4,8,2018/8/17 23:26,8,4
2018/8/18,28.2,8,2018/8/18 12:53,8,4,18.3,8,2018/8/18 05:11,8,4
2018/8/19,28.9,8,2018/8/19 14:50,8,4,18.2,8,2018/8/19 05:32,8,4
2018/8/20,27.9,8,2018/8/20 14:10,8,4,20.1,8,2018/8/20 06:56,8,4
2018/8/21,34.4,8,2018/8/21 13:54,8,4,23.9,8,2018/8/21 04:15,8,4
2018/8/22,35.6,8,2018/8/22 13:34,8,4,26.9,8,2018/8/22 05:20,8,4
2018/8/23,34.1,8,2018/8/23 10:47,8,4,25.8,8,2018/8/23 04:48,8,4
2018/8/24,31.9,8,2018/8/24 13:29,8,4,25.5,8,2018/8/24 06:41,8,4
2018/8/25,37.2,8,2018/8/25 13:46,8,4,27.7,8,2018/8/25 03:58,8,4
2019/8/1,35.8,8,2019/8/1 12:57,8,4,26.9,8,2019/8/1 05:07,8,4
2019/8/2,36.5,8,2019/8/2 13:09,8,4,26.7,8,2019/8/2 05:01,8,4
2019/8/3,36.2,8,2019/8/3 13:39,8,4,25.8,8,2019/8/3 04:51,8,4
2019/8/4,35.7,8,2019/8/4 14:07,8,4,25.6,8,2019/8/4 04:20,8,4
2019/8/5,35.4,8,2019/8/5 14:57,8,4,25.5,8,2019/8/5 05:09,8,4
2019/8/6,36.9,8,2019/8/6 13:56,8,4,27.5,8,2019/8/6 05:47,8,4
2019/8/7,37.1,8,2019/8/7 13:51,8,4,27,8,2019/8/7 05:47,8,4
2019/8/8,36.5,8,2019/8/8 12:19,8,4,26.4,8,2019/8/8 04:13,8,4
2019/8/9,37.1,8,2019/8/9 13:23,8,4,26.5,8,2019/8/9 05:10,8,4
2019/8/10,35.6,8,2019/8/10 11:30,8,4,26.9,8,2019/8/10 05:06,8,4
2019/8/11,36.2,8,2019/8/11 13:33,8,4,26,8,2019/8/11 03:50,8,4
2019/8/12,33.7,8,2019/8/12 16:13,8,4,25.6,8,2019/8/12 04:20,8,4
2019/8/13,34.3,8,2019/8/13 13:52,8,4,26.8,8,2019/8/13 02:08,8,4
2019/8/14,31.7,8,2019/8/14 15:02,8,4,26.9,8,2019/8/14 09:43,8,4
2019/8/15,31.8,8,2019/8/15 10:04,8,4,27.5,8,2019/8/15 17:54,8,4
2019/8/16,33.4,8,2019/8/16 15:04,8,4,27.8,8,2019/8/16 06:33,8,4
2019/8/17,36.9,8,2019/8/17 13:43,8,4,26.5,8,2019/8/17 05:40,8,4
2019/8/18,35,8,2019/8/18 13:14,8,4,27.2,8,2019/8/18 05:01,8,4
2019/8/19,32.1,8,2019/8/19 14:42,8,4,25.6,8,2019/8/19 23:56,8,4
2019/8/20,31.6,8,2019/8/20 13:12,8,4,24,8,2019/8/20 23:56,8,4
2019/8/21,31.5,8,2019/8/21 13:56,8,4,23.4,8,2019/8/21 02:17,8,4
2019/8/22,29.9,8,2019/8/22 15:07,8,4,23.2,8,2019/8/22 05:13,8,4
2019/8/23,27.8,8,2019/8/23 14:25,8,4,24.5,8,2019/8/23 08:54,8,4
2019/8/24,32.1,8,2019/8/24 15:14,8,4,23.6,8,2019/8/24 05:21,8,4
2019/8/25,32.1,8,2019/8/25 13:38,8,4,21.4,8,2019/8/25 06:00,8,4
2020/8/1,32,8,2020/8/1 13:05,8,4,21.9,8,2020/8/1 03:51,8,4
2020/8/2,31.5,8,2020/8/2 14:03,8,4,22.3,8,2020/8/2 04:18,8,4
2020/8/3,33.8,8,2020/8/3 14:35,8,4,22.5,8,2020/8/3 05:14,8,4
2020/8/4,34.8,8,2020/8/4 13:47,8,4,24.7,8,2020/8/4 04:34,8,4
2020/8/5,35,8,2020/8/5 15:08,8,4,26.2,8,2020/8/5 05:50,8,4
2020/8/6,34.6,8,2020/8/6 13:41,8,4,25.7,8,2020/8/6 03:38,8,4
2020/8/7,35.9,8,2020/8/7 14:20,8,4,25,8,2020/8/7 05:25,8,4
2020/8/8,33,8,2020/8/8 14:55,8,4,24.8,8,2020/8/9 0:00,8,4
2020/8/9,35.8,8,2020/8/9 14:54,8,4,23.1,8,2020/8/9 05:03,8,4
2020/8/10,35.5,8,2020/8/10 13:48,8,4,27.4,8,2020/8/10 05:25,8,4
2020/8/11,39,8,2020/8/11 14:10,8,4,26.4,8,2020/8/11 04:48,8,4
2020/8/12,35.5,8,2020/8/12 12:40,8,4,26,8,2020/8/12 14:49,8,4
2020/8/13,36.3,8,2020/8/13 12:19,8,4,25.5,8,2020/8/13 16:48,8,4
2020/8/14,34.7,8,2020/8/14 13:11,8,4,25.6,8,2020/8/14 03:27,8,4
2020/8/15,37.7,8,2020/8/15 14:57,8,4,26.5,8,2020/8/15 05:12,8,4
2020/8/16,35.6,8,2020/8/16 11:27,8,4,28.3,8,2020/8/17 0:00,8,4
2020/8/17,37.5,8,2020/8/17 13:11,8,4,27.5,8,2020/8/17 04:25,8,4
2020/8/18,34.8,8,2020/8/18 13:21,8,4,27.9,8,2020/8/18 05:53,8,4
2020/8/19,34.7,8,2020/8/19 14:58,8,4,26.3,8,2020/8/19 03:57,8,4
2020/8/20,36.2,8,2020/8/20 13:12,8,4,25.9,8,2020/8/20 05:07,8,4
2020/8/21,36.3,8,2020/8/21 15:26,8,4,26.1,8,2020/8/21 05:06,8,4
2020/8/22,35.1,8,2020/8/22 14:40,8,4,25.7,8,2020/8/22 23:56,8,4
2020/8/23,30.2,8,2020/8/23 13:23,8,4,24.3,8,2020/8/24 0:00,8,4
2020/8/24,32.8,8,2020/8/24 14:05,8,4,24.1,8,2020/8/24 01:03,8,4
2020/8/25,33.7,8,2020/8/25 14:23,8,4,23.5,8,2020/8/25 05:19,8,4
